nama_rumah,alamat,harga,deskripsi,Tayang Sejak,Luas Tanah,Luas Bangunan,Kamar Tidur,Kamar Mandi,Sertifikat,Kondisi,Kelengkapan,Jumlah Lantai,Menghadap,Daya Listrik,Parkir,AC,Kitchen Set,Alat Dapur,Water Heater,Air Sumur Bor,Balkon,One Gate,Pengamanan,Air PAM,Kolam Renang,K. Pembantu,Tayang Sejak1,Luas Tanah1,Luas Bangunan1,Kamar Tidur1,Kamar Mandi1,Sertifikat1,Kondisi1,Kelengkapan1,Jumlah Lantai1,Menghadap1,Parkir1,Kolam Renang1,AC1,One Gate1,Pengamanan1,Wilayah,url
Dijual Rumah di Graha Mitra Citra Panongan," Graha Mitra Citra Blok J3 No 19, Tangerang Kab",335.000.000,Deskripsi dan Spesifikasi10mnt ke mall CiputraLokasi belakang kec PanonganAkses ke citra raya hanya 5mntAda angkotTersedia pasarPusat jajan,8 bulan yang lalu,60 m2,60 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Semi Furnished,1,Utara,900 VA,- ,,,,,,,,,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/335713-dijual-rumah-di-graha-mitra-citra-panongan
Semi Cluster Bebas Banjir dekat di Kawasan Olex Balaraja," Kp. Pekong Rt. 007 02, Kelurahan Saga, Kecamatan Balaraja, Kabupaten Tangerang, Banten 15610, Tangerang Kab",354.000.000,"Deskripsi dan SpesifikasiSemi Cluster Bebas Banjir Dekat Di Kawasan Olex BalarajaSemi Cluster Bebas Banjir Dekat Di Kawasan Olex Balaraja  GRAND JAYAKARTA RESIDENCE, RUMAH KOMERSIL DENGAN KONSEP AERODINAMIS, DI DEKAT SDN SAGA 01 DAN ALFAMART SAGA BALARAJA🤩 💥DP 0%💥SERTIFIKAT SHM💥Gratis 1 Unit AC💥Free Angsuran 3 Bulan Pertama Setelah Akad Kredit💥Potongan cicilan rumah sebesar 750 rb selama 9 Bulan💥Free 1 kali Saldo Endapan Pada Saat Akad Kredit💥Cicilan Rumah mulai dari 2.1 juta Perbulan untuk karyawan tetap dan Cicilan rumah mulai dari 2.6 juta perbulan utk wiraswasta dan karyawan kontrak💥Free Biaya KPR, Notaris, BPHTB, Appraisal, Balik Nama Sertifikat, Listrik, Air SPESIFIKASI✅ 2 Kamar Tidur✅ Closet Duduk✅ Dapur✅ Listrik 1300 watt✅ Lantai Granit 60 x 60✅ Septic tank✅ Semi Jetpump✅ Taman Depan dan Belakang✅ Garasi  LOKASI SYUPERR STRATEGIS🔥2   Menit ke SD Negeri Saga 1🔥2   Menit ke Alfamart Saga🔥4   Menit ke Stadion Mini Balaraja🔥5   Menit ke SMAN 19 Tangerang🔥6   Menit ke Trans Electronic Balaraja🔥8   Menit ke RSIA Ilanur🔥9   Menit ke Gerbang Tol Balaraja Barat🔥12 Menit ke Gerbang Tol Balaraja Timur🔥15 Menit ke PT. KJL Plastic Indonesia🔥15 Menit ke Kawasan Industri Olx Balaraja🔥15 Menit ke Graha Balaraja Industrial Estate  GARANSI UANG KEMBALI 100%, UANG AMAN HATI TENANG, SURVEY & BUKTIKAN SEKARANG💥💥💥Informasi lebih lanjut : https://wa.me/6281225075059 Alhamdulillah #rumahdpringan #rumahmurahbalaraja #rumahidaman #balarajatangerang #rumahdijualbalaraja  #rumahmurahtangerang #perumahantangerang #tolbalarajabarat #infobalaraja #kabupatentangerang #cikupa #rumahcikupa #balaraja #rumahbalaraja #rumahtangerang #rumahminimalis #tangerang #dijualrumahbalaraja #rumahdotcom #rumahdijualcom #propertytangerang #jualrumahmurah #infotangerang #rumahpinggirtol #dijualrumahbalaraja #jualrumahbalaraja #sagabalaraja #jualrumahtanpadp #rumahtanpadptangerang #jualrumahbaru",9 bulan yang lalu,64 m2,36 m2,2,1,SHM - Sertifikat Hak Milik,Baru,Kosongan,1,Timur,1300 VA,1 mobil ,1,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/335536-semi-cluster-bebas-banjir-dekat-di-kawasan-olex-balaraja
Perum Kota Bintang Waringin Lokasi Pinggir Jln Raya," Jln Raya Mauk Sepatan Tangerang, Tangerang Kab",56.000.000,"Deskripsi dan SpesifikasiOver kreditPerum kota bintang waringin Lokasi jati waringinJln raya mauk sepatanDi lalui angkutan umumSudah jln 2 bulnCicilan 1,280 000/bulnTenor 15 tahunOver 56jt + notarisInfo hb.083811233623wa",9 bulan yang lalu,60 m2,30 m2,2,1,HGB - Hak Guna Bangunan,Bekas,Kosongan,1,Timur,1300 VA,2 mobil ,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/335523-perum-kota-bintang-waringin-lokasi-pinggir-jln-raya
Rumah Subsidi Taman Kayu Agung Sepatan," Jln Raya Pakuhaji Sepatan, Tangerang Kab",168.000.000,"Deskripsi dan SpesifikasiYang cari rumah subsidi dekat ke kota Tangerang - 30 menit ke arah St Tangerang- 20 menit ke Bandara Soetta- 5 menit ke pasar Sepatan- akses Angkutan 24 jam- perum dekat ke RS Melita Pisangan Sepatan Tangerang  Rumah Subsidi berkualitas!!!utamakan survey Masih banyak Blok bagus,baru launching ( satu developer dengan Rajeg hill dan Taman Mulya Angkasa)Yuk survey dan booking lokasi Taman Kayu Agung Sepatan  cepat respon dan terpercaya  DP all in sampai akad 16jt ( bisa cicil 7x ) masih promo 🙏 Angsuran 1jt/bln ( FLAT)Info lebih lanjut hb . 083811233623 wa",9 bulan yang lalu,60 m2,30 m2,2,1,HGU - Hak Guna Usaha,Baru,Kosongan,1,Timur Laut,1300 VA,2 mobil ,1,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/335521-rumah-subsidi-taman-kayu-agung-sepatan
Jual Rumah dan Pendopo di Raya Margasari Daerah Tigaraksa," Jl. Raya Margasari, Kec. Tigaraksa, Kab. Tangerang, Banten, Tangerang Kab",4.000.000.000,"Deskripsi dan SpesifikasiJual Rumah dan Pendopo di Raya Margasari Daerah TigaraksaLokasi : Jl. Raya Margasari, Kec. Tigaraksa, Kab. Tangerang, BantenDetail Rumah :Luas tanah 5880 m2, Luas bangunan 1364 m2Listrik, Air SumurSertifikat SHMTerdiri dari rumah, bangunan mess, pendopo, kolam renangLingkungan padat pendudukHarga Jual Rp 4 MAtau Anda membutuhkan informasi properti lainnya ?Serius Hub Tlfn / WA : Anna Vangogh 0813-5364-7687 ( WA ), 0813-3175-0518 ( TLFN )",9 bulan yang lalu,5880 m2,1364 m2,5,3,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,-,,2 mobil ,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/335335-jual-rumah-dan-pendopo-di-raya-margasari-daerah-tigaraksa
Dijual Rumah Hunian Nyaman Perumahan Bumi Indah Tahap4," Bumi Indah Tahap 4jl. Dahliav Blok Jk11, Desa Sukamantri, Tangerang Kab",450.000.000,"Deskripsi dan SpesifikasiRumah Di Jualdi Bumi indah tahap 4Jl. DahliaV Blok JK11, desa sukamantri pasar kemis banten...Rumah dekat dengan.1. Kantor kec. Pasarkemis2. Indomart.3. SD tunas4. Pintu tol cikupa5. Bandara soetta.Silahkan yang minat bisa hub via wa. 081219126500.....081213646211",9 bulan yang lalu,90 m2,36 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Utara,1300 VA,1 mobil ,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/335101-rumah-gadai-huni-70jt-1-tahun
Telah Dibuka Cluster Kuta Perum Griya Artha Sukasari Resid," Griya Artha Sukasari, Tangerang Kab",320.000.000,"Deskripsi dan Spesifikasi🌺 TELAH DIBUKA CLUSTER KUTA 🌺      Perum GRIYA ARTHA SUKASARI RESIDENCE Cluster Tahap 4Lokasi Sepatan Tangerang PROMO FREE BIAYA PROSES KPR 15 JtDP 3,4 jtBooking 2 jt Type : 30/60 Kamar tidur 2Kamar mandi 1Double dinding hebelFasad tinggi 4 meterAtap baja ringan + genteng betonKusen aluminiumLantai keramik 40x40 cmCloset dudukMeja dapur + tempat cuci piring readyAir PDAMListrik 1300 VA Persyaratan mudah, dibantu sampai akad kredit. Fasilitas tersedia :  💥 Water Park / Kolam Renang💥 One Gate System💥 Keamanan 24 Jam💥 Area Taman Hijau💥 Taman bermain anak-anak💥 Tempat Ibadah💥 5 menit ke pasar sepatan💥 5 menit ke pusat sekolah negeri Segera survey dan booking unitnya sebelum PROMOnya habis.Info Detail / Survey LokasiWa 085694432843",9 bulan yang lalu,30 m2,60 m2,2,1,HGB - Hak Guna Bangunan,Baru,Kosongan,1,-,13000 VA,1 mobil ,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/335031-telah-dibuka-cluster-kuta-perum-griya-artha-sukasari-resid
Rumah Dijual di Balaraja Tangerang dekat Balaraja Plaza," Perumahan Villa Balaraja Blok J4 No. 20 Kel. Saga, Kec. Balaraja, Kab. Tangerang 15610, Tangerang Kab",415.000.000,"Deskripsi dan SpesifikasiRumah Dijual di Perumahan Villa Balaraja Tangerang Dekat Balaraja Plaza, Dekat RSUD Balaraja, Dekat Pasar Balaraja, Dekat Pasar Sentiong Balaraja, Dekat SAMSAT Balaraja, Dekat Gerbang Tol Balaraja.Alamat Lokasi Rumah: Perumahan Villa Balaraja Blok J4 No.20 Kel. Saga, Kec. Balaraja, Kab. Tangerang. Lokasi Rumah strategis dekat kemana2, Lingkungan perumahan tenang aman nyaman dan bebas banjir.Harga Jual Rp.415.000.000 Jika berminat silahkan hubungi Telp/WA: 081287892471Lokasi Rumah Strategis:- Dekat Pasar Balaraja Tangerang (5 menit)- Dekat Pasar Sentiong Balaraja Tangerang (6 menit)- Dekat Balaraja Plaza Tangerang (10 menit)- Dekat RSUD Balaraja Tangerang (12 menit)- Dekat Polsek Balaraja Tangerang (10 menit)- Dekat SAMSAT Balaraja Tangerang (10 menit)- Dekat Gerbang Tol Balaraja Barat Tangerang (12 menit)- Dekat Gerbang Tol Balaraja Barat Tangerang (15 menit)Spesifikasi Rumah:- Harga Rumah: Rp.415.000.000- Sertifikat Rumah: SHGB- Luas Bangunan: 60 m2 (Dimensi: 5 x 12)- Luas Tanah: 60 m2- Kamar Tidur: 2 kamar- Kamar Mandi: 1- 1 Ruang Tamu - 1 Dapur- Carport Mobil: 1- Sumber Air: PAM- Daya Listrik: 900 Watt- Jumlah Lantai: 1 Lantai- Akses Mobil- Alamat Lokasi Rumah: Perumahan Villa Balaraja Blok J4 No.20 Kel. Saga, Kec. Balaraja, Kab. Tangerang 15610",9 bulan yang lalu,60 m2,60 m2,2,1,HGB - Hak Guna Bangunan,Bekas,Kosongan,1,-,900 VA,1 mobil ,,,,,,,,,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/334714-rumah-dijual-di-balaraja-tangerang-dekat-balaraja-plaza
Rumah Dijual Murah dekat Bandara Soekarno Hatta," Perumahan Duta Bandara Permai Kel. Jatimulya, Kec. Kosambi, Kab. Tangerang 15212, Tangerang Kab",650.000.000,"Deskripsi dan SpesifikasiRumah Dijual Siap Huni di Perumahan Duta Bandara Permai Kosambi Tangerang Dekat Bandara Soekarno Hatta, Dekat Bandara City Mall, Dekat Rumah Sakit Bun, Dekat Gerbang Tol Bandara Soekarno Hatta.Alamat Lokasi Rumah: Perumahan Duta Bandara Permai Kel. Jatimulya, Kec. Kosambi, Kab. Tangerang. Lokasi Rumah sangat strategis dekat kemana2, Lingkungan perumahan tenang aman nyaman dan bebas banjir. Harga Jual Rp.650.000.000 (Nego) Jika berminat silahkan hubungi Pemilik Rumah Telp/WA: 081234622648Fasilitas Perumahan:- Taman bermain- Satpam 24 jam- One gate Security System- CCTV komplek- Lokasi rumah bisa masuk mobilLokasi Rumah Sangat Strategis:- Dekat Bandara Soekarno Hatta (10 menit)- Dekat Bandara City Mall (9 menit)- Dekat Rumah Sakit Bun Kosambi Tangerang (8 menit)- Deket Gerbang Tol Bandara Soekarno Hatta- Dekat Sekolah SD, SMP, SMASpesifikasi Rumah:- Harga Rumah: Rp.650.000.000 (Nego)- Sertifikat Rumah: SHM (Sertifikat Hak Milik) + IMB + PBB- Luas Bangunan: 36 m2- Luas Tanah: 75 m2- Kamar Tidur: 2 kamar- Kamar Mandi: 2 (Closet duduk dan Shower)- Ruang Tamu- Ruang Makan- Dapur- Carport Mobil: 1 mobil- Air Bersih (AETRA)- Daya Listrik: 1.300 Watt- Jumlah Lantai: 1 Lantai- Alamat Lokasi Rumah: Perumahan Duta Bandara Permai Kel. Jatimulya, Kec. Kosambi, Kab. Tangerang 15212Mohon maaf sebelumnya, rumah ini dijual hanya untuk pembeli langsung yang serius Tanpa Perantara",9 bulan yang lalu,75 m2,36 m2,2,2,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,-,1300 VA,1 mobil ,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/334681-rumah-dijual-murah-dekat-bandara-soekarno-hatta
Perumahan Taman Sepatan Grande Lokasi Jln. Raya Sepatan Mauk L," Mauk, Tangerang Kab",300.000.000,"Deskripsi dan Spesifikasi"" Perumahan TAMAN SEPATAN GRANDE ""( Lokasi Jln. Raya Sepatan Mauk )lokasi pinggir jalan raya sepatan tangerang  Rumah komersil modern  TERMURAH DISEPATAN  ***type 40/60 komersil (2KT & 1KM)Dan Rumah 2 lantai 60/60 (3KT & 2KM)CUKUP BAYAR BOKING FEE 2 JUTA ANDA BISA MEMILIKI Tanpa  DP Harga mulai 260jutaanFREE BPHTB.AJB.NOTARISSubsidi KPR 10JUTA.  READYSTOK/INDENT  -DOUBLE DINDING-DINDING HEBEL-KERAMIK GRANIT-SUDAH ADA DAPUR-Bebas Banjir  Fasilitas Yang Tersedia :- Gerbang One Gate Sistem- KOLAM BERENANG- Security 24 Jam- Jalanan Paving Blok- Masjid- Sarana Bermain- Estate Management  Segera Dapatkan Hunian Eklusif Ini, Untuk Unit Terbatas !!!  WhatsApp 085694432843",9 bulan yang lalu,40 m2,60 m2,2,1,SHM - Sertifikat Hak Milik,Baru,Kosongan,1,-,1300 VA,1 mobil ,,,,,,,,1,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/334477-perumahan-taman-sepatan-grande-lokasi-jln-raya-sepatan-mauk-l
Over Kredit Rumah Komersil Siap Huni," Cluster Tanjakan Mekar City, Tangerang Kab",180.000.000,"Deskripsi dan Spesifikasitake over rumah komersil,siap huni,lantai full granit,teralis pintu dan jendela,shower,closet duduk,toren air,wifi,full renov,keamanan 24 jam,one gate sistem,aman dan nyaman,sisa tenor 7 tahun,angsuran 1.7 jt/bln,take over 180jt nego",9 bulan yang lalu,60 m2,50 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Semi Furnished,1,Timur Laut,1300 VA,1 mobil ,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/333911-over-kredit-rumah-komersil-siap-huni
Rumah Pinggir Jalan Kedaung Cocok untuk Usaha," Kedaung, Sepatan Timur, Tangerang, Tangerang Kab",6.000.000.000,"Deskripsi dan SpesifikasiJual Rumah Kedaung Pinggir Jalan Utama Cocok Untuk UsahaLokasi : Jl Raya Gatot Subroto, Kedaung, Sepatan, Kabupaten Tangerang, BantenLuas Tanah 624m²Luas Bangunan 500m²Kamar Tidur 7+ 1Kamar Mandi 5Carport 2Listrik 2200Menghadap SelatanLokasi:15 menit ke Bandara Soekarno HattaDekat pasar (200m)Dekat kantor Kecamatan Sepatan Timur (2 menit)Dekat kantor Kelurahan (2 menit)Pinggir jalan raya/utamaAkses jembatanDekat RS Pakuhaji SepatanDekat SMAN 25 (5 menit)Dikelilingi perumahan2Akan dibangun Tol dan Jalan LayangDekat exit JORR 3 Dekat PIK 2 (20 menit)Harga 6 M Nego",9 bulan yang lalu,624 m2,500 m2,7,5,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Selatan,2200 VA,2 mobil ,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/332384-rumah-pinggir-jalan-kedaung-cocok-untuk-usaha
"Jual Rumah Kampung, Butuh Uang Cepat"," Ds Bojong Kamal Rt 001 005 , Kec Legok Tangerang Banten, Tangerang Kab",290.000.000,"Deskripsi dan SpesifikasiRumah dekat mushola, ke pasar dan stasiun hanya 10 menit, pinggir jalan konblok, mobil masuk dan parkir mobil depan rumah",9 bulan yang lalu,109 m2,78 m2,3,1,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Utara,1300 VA,1 mobil ,,,,,1,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/332355-jual-rumah-butuh-cepat
Tersedia Perumahan Daru Raya Subsidi Maupun Komersial," Jambe Daru Tangerang, Tangerang Kab",178.000.000,Deskripsi dan SpesifikasiCari rumah subsidi atau komersial hanya di Daru raya akses kereta harga terjangkau lokasi bebas banjir bisa KPR cukup karyawan tetap minimal 1 tahun,9 bulan yang lalu,60 m2,30 m2,2,1,HGB - Hak Guna Bangunan,Baru,Kosongan,1,-,1300 VA,1 mobil ,,,,,,,,,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/332327-tersedia-perumahan-daru-raya-subsidi-maupun-komersial
"Termurah Suvarna Sutera, Rumah 1 Lantai Siap Huni, Cluster Bayu. Bagus"," Jalan Suvarna Jati, Cluster Bayu, Suvarna Sutera, Cikupa Tangerang, Banten, Tangerang Kab",930.000.000,"Deskripsi dan Spesifikasi1. Suvarna Sutera by Alam Sutera Grup2. Siap huni, rumah Rapi. Tak bocor.3. Udara masih bersih segar4. Dekat pintu toll dari dan ke Jakarta5. Sistem cluster6. Keamanan 24 jam, security profesional 24 jam 7. CCTV di dalam cluster, dobel gate.8. Kolam renang didalam cluster9. Area bermain anak10. Dekat Universitas, Rumah Sakit, Mall ( Rencana ke depan ) 11. Dekat Pasar 812.Dekat dg sekolah St. Laurensia13. Telah ramai penghuni di dalam cluster, Investasi jangka panjang14. SPBU Shell15. Belakang sisa tanah sudah di keramik rapi.16. Harga masih nego. Jika serius mau beli, janji ketemu buat survei, dan jika sudah suka dan cocok, langsung penawaran. Penawaran berapa pun akan di pertimbangkan.kawasan perumahan Suvarna Sutera ini dilengkapi dengan pengembangan pusat bisnis, SPBU, rumah sakit, dan tempat ibadah. Masih banyak fasilitas terbaik dan prasarana penunjang yang ditawarkan, meliputi:Sport loungeKolam renang dewasa dan anak-anakTaman bermain anakRuang serba gunaKedaton Golf & Country ClubSekolah LaurensiaInternal shuttle busTaman JajanALASAN MEMILIHSuvarna SuteraLokasi StrategisHarga rumah akan naik terus.Kompleks rumah dijual di Tangerang dekat Jakarta, hanya 25 menit saja, dengan akses jalan yang baik. Alamat Perumahan Suvarna Sutera menjadi lokasi strategis lantaran memiliki area pusat bisnis. Terlebih, di sekitarnya juga banyak fasilitas umum.Fasilitas LengkapFasilitas di dalam Perumahan Suvarna Sutera sangat lengkap, mendukung gaya hidup modern, dan ramah lingkungan. Selain fasilitas kawasan yang lengkap dengan area komersial, setiap cluster perumahan dan tiap unitnya dilengkapi banyak fitur, seperti ROW jalan yang lebar dan smart home.Nilai Investasi TinggiBanyak proyek infrastruktur seperti akses tol langsung dari Tol Jakarta-Merak ke area kompleks, Tol JORR 3 yang akan menghubungkan Perumahan Suvarna Sutera Tangerang secara langsung ke Bandara Soetta dan Jakarta Selatan, serta pengembangan LRT/MRT.",9 bulan yang lalu,136 m2,96 m2,3,2,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Selatan,,2 mobil ,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/331814-termurah-suvarna-sutera-rumah-1-lantai-siap-huni-cluster-bayu-bagus
Dijual Rumah Grand Batavia Type 36/60 Blok GBG/05-22," Grand Batavia Garden, Jalan Raya Cadas Kukun No. 68 Rt03 Rw017, Sindang Sari, Pasar Kemis, Tangerang, Banten., Tangerang Kab",490.000.000,"Deskripsi dan SpesifikasiLuas  tanah             : 36 m2 Luas Bangunan        : 60 m2 Kamar Tidur Utama  : 2 Kamar mandi           : 1Jumlah lantai           : 1Lokasi dekat dengan Alfamart, Indomart, Kolam Renang, Pasar Modern, Bioskop dll",9 bulan yang lalu,36 m2,60 m2,2,1,SHM - Sertifikat Hak Milik,Baru,Kosongan,1,Selatan,2200 VA,- ,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/322979-rumah-grand-batavia-cluster-garden-blok-gbg-05-20-type-36-60
Rumah Kota Tangerang 3raksa Rumah Tangerang Rumah Tigaraksa Tangerang," Tigaraksa, Tangerang, Tangerang Kab",250.000.000,"Deskripsi dan SpesifikasiAkhirnya yang ditunggu datang juga nihRumah ready unit dan pesan bangun Type 50/60 termurah dan terlengkap di kelasnya dengan desain yang menarik yang bikin kamu tertarik - 2 Kamar Tidur- 1 Kamar Mandi- 1 Ruang Keluarga- Mini Bar + Dapur- Carport- Air PAM siap pakai- Listrik 1.300 - Plafon PVC dan dihiasi lampu LED yg bisa berganti warna, yang membuat semakin indah dan syahdu. *PLUS BONUS MENARIK*- Pagar sudah terpasang dengan 2 akses pintu- Free semua biaya-biaya. *LOKASI STRATEGIS*- Berada di dalam perumahan- Sudah ramai penghuni- 10 Menit ke Stasiun Tigaraksa - 15 Menit ke Pemda Tangerang- Dekat dengan pasar dan mini marketlokasi di tigaraksa, kabupaten tangerangharga rumah promo 250 jutatipe 50/60Promo khusus Bulan DesemberUNIT TERBATASSegera kunjungi unitnya dan booking segerainfo lengkap hubungi marketing kami melalui whats4pp sekarang juga(gratis biaya untuk marketing)",9 bulan yang lalu,60 m2,50 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Timur,1300 VA,1 mobil ,,,,,,,,,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/314186-rumah-kota-tangerang-3raksa-rumah-tangerang-rumah-tigaraksa-tangerang
Cluster Pondok Indah Golf Rumah 2 Lantai Semi Furnished Gading Serpong," Cluster Phg Gading Serpong Tangerang, Tangerang Kab",2.650.000.000,"Deskripsi dan Spesifikasi* Dijual Rumah Di Pondok Hijau Golf Gading Serpong * Rumah Di ClusterOne Gate Sistem Keamanan 24 jam Spek: Lt 126 (7x18) Lb - / + 190 rumah 2 lantai, carport dan sdh full bangunan Semi Furnished 3 + 1 kt 2 + 1 km Hadap Tim Laut, pintu hdp Tenggara Legalitas surat SHM Harga Jual 2,65 M Direct ownerPondok Hijau Golf kawasan perumahan cluster di gading serpong yang di kelilingi area bisnis dan komersil Diluar komplek perumahan ada banyak pertokoan / perkantoran / apartemen / rumah makan (resto) dan lain-lain + - 2- 3 Menit ke SPBU / supermarket g * ant / hipe * mart / Bank dan Rs Bets * ida dan pasar modern gading serpong+ - 5 Menit ke mall sms / ke kampus / ke sekolah / scientia sdc dll + -10 Menit Ke akses tol Silahkan hub kami bagi peminat valid untuk temu janji survei ke lokasi",9 bulan yang lalu,126 m2,190 m2,3,3,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Timur Laut,2200 VA,1 mobil ,,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/176268-rumah-idaman-2-lantai-di-pondok-hijau-golf-gading-serpong
Rumah 1 1/2 Lantai Baru di Renovasi Gading Serpong Lingkungan Nyaman," Cluster Gading Serpong, Tangerang Kab",2.100.000.000,"Deskripsi dan SpesifikasiDijual list rumah dijualRumah 1 1/2 lantai berada di cluster gading serpong tangerangUk 9 x 18Full bangunanListrik 3500KT 3 + 1 kamar pembantu bagian atasKM 2 + 1 Kamar mandi pembantu bagian atasKitchen setAC standby 2 unit, bagian kamar dan ruang tamuGarasiBagian atas lantai 2 hanya untuk kamar pembantu, kamar mandi, ruangan cuci n jemur pakaianLegalitas surat surat SHM PBB IMB+- 5 menit ke mall sms dan menuju access tol dari tangerang ke jkt - merak bandara+- 10 menit ke kantor pajak / biro samsat / biro sim dll+- 15 menit ke lippo karawaci / uph / siloam+- 20 menit ke aeon mall / the ice bsd+- 25 menit ke stasiun / tol bsd bintaro pondok indah psr minggu dskltBanyak pilihan berbagai sekolah / kampus / bank / resto / rumah makan / rmh sakit supermarket dll di dekat / area komplek cluster gading serpong iniKeamanan lingkungan 24 jamSerta one gate sistemPrice / Harga Jual Rp. 2,1MBagi yang serius valid siap survey silahkan hub kami buat janji temu survey lokasi Minat serius lanjut DM",9 bulan yang lalu,162 m2,180 m2,4,3,SHM - Sertifikat Hak Milik,Bekas,Semi Furnished,2,Barat,3500 VA,1 mobil ,1,,1,,,,1,1,1,,1,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/175019-rumah-1-1-2-lantai-baru-di-renovasi-gading-serpong-lingkungan-nyaman
Dijual Rumah dekat Stasiun Cikoya," Jalan Cikuya Babakan, Tangerang Kab",178.000.000,"Deskripsi dan SpesifikasiPURI HARMONI CIKASUNGKA`Rumah Rakyat PROGRAM SEJUTA RUMAH, di perumahan Cikasungka,Solear Kab. Tangerang- Banten.~ lokasi SUPER STRATEGIS,hanya 200meter dari stasiun Cikoya, dekat Sekolah,fasilitas Kota Citra Maja Raya 2600ha.dan dekat dengan pemerintahan, kesehatan, rekreasi, dan pendidikan.~ Rencana Toll Cileles- Serpong Balaraja dan Maja-Serpong. ~untuk saat ini blm ada angkot via stasiun.adanya ojek pangkalan.~ GRATIS asuransi jiwa + kebakaran ~ Bonus Pompa Listrik ~ BEBAS PPN ~ Bunga KPR 5% ~ Jalan lingkungan cor beton ~ Desain rumah dan gerbang yang modern ~ Dilalui Kereta Api ~ View Penghijauan dan PepohonanSurat SHGB,bisa ditingkatkan ke SHM.hadap Timur-Barat & selatan dan utara,kamar tidur 2 kamar mandi 1 listrik 1300 watt rumah indent 4 sd 6 bulan.air tanah jernih bebas banjir type 30/60. Dua Km.Tidur, Satu Km. Mandi.Rincian BiayaDP=0%Bayar biaya proses Rp 2.000.000,-all in(Booking Rp 1 jt,+ biaya KPR dan Adm=1jt.)Bisa dicicil 3 bulan.Harga Rp. 178 juta dengan maksimal plafon KPR 160jtANGSURAN TETAP / FLAT ~10 tahun pertama",9 bulan yang lalu,60 m2,30 m2,2,1,HGB - Hak Guna Bangunan,Baru,Kosongan,1,Selatan,1300 VA,1 mobil ,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/329917-dijual-rumah-dekat-stasiun-cikoya
